file,tweet,sent,tokenized
text-query-tweets2021-04-08.json,"https://t.co/JAnJWmyy9y is a cool name. But it’s annoying as hell when it’s the name of your project management platform. Email alerts are confusing. Do I have a task on Monday? Is Monday a due date? Nope, it’s my project management platform’s name.",Negative,http //t.co/janjwmyy9y be a cool name but it ’ s annoy as hell when it ’ s the name of your project management platform email alert be confuse do i have a task on monday is monday a due date nope it ’ s my project management platform ’ s name
text-query-tweets2021-04-08.json,https://t.co/6aAanQbBlQ,Negative,http //t.co/6aaanqbblq
text-query-tweets2021-04-08.json,"If youre still babysitting a spreadsheet with 17 different tabs for all of your teams work--its time to switch to monday․com, just like Shawn. The smart way to manage your team, monday․com is a robust workspace that gives you a birds-eye view of all of your processes.",Negative,if youre still babysitting a spreadsheet with 17 different tab for all of your team work -- its time to switch to monday․com just like shawn the smart way to manage your team monday․com be a robust workspace that give you a birds-eye view of all of your process
text-query-tweets2021-04-08.json,"Wanna know how to land big clients like Uber or https://t.co/qHHnRn7jP6? On Friday 16 April, we share exactly what enterprise advertisers want from #newslettersponsorship
https://t.co/Td1mMEK3Av https://t.co/bTkZYZOBKf",Positive,wan na know how to land big client like uber or http //t.co/qhhnrn7jp6 on friday 16 april we share exactly what enterprise advertiser want from newslettersponsorship http //t.co/td1mmek3av http //t.co/btkzyzobkf
text-query-tweets2021-04-28.json,abaixo assinado contra o https://t.co/0jvk4ZpN5e,Negative,abaixo assinado contra o http //t.co/0jvk4zpn5e
text-query-tweets2021-04-28.json,"Anyone out there using #AzureBoards as project mgmt tool (as a replacement for Jira, Asana, https://t.co/xdPbFNxxxC etc)? What has been your experience? Does it work well for analytical projects that may not always have a big coding/deployment component. @AzureDevOps",Positive,anyone out there use azureboards as project mgmt tool as a replacement for jira asana http //t.co/xdpbfnxxxc etc what have be your experience does it work well for analytical project that may not always have a big coding/deployment component azuredevops
text-query-tweets2021-04-28.json,"¿Publicidad de monday. com?
TE PAREZCO UNA PERSONA ESTABLE Y ORGANIZADA EH ? EH ?",Negative,¿publicidad de monday com te parezco una persona estable y organizada eh eh
text-query-tweets2021-04-28.json,@NicoleSievs We do 👋 Sign up for a webinar at https://t.co/iuXfsRy2iQ to speak to a live https://t.co/Ba0uUEo5an expert and ask any questions you have!,Positive,nicolesievs we do 👋 sign up for a webinar at http //t.co/iuxfsry2iq to speak to a live http //t.co/ba0uueo5an expert and ask any question you have
text-query-tweets2021-04-28.json,Does anyone I know use https://t.co/0tq612uFCT? Pls help a gal out.,Negative,does anyone i know use http //t.co/0tq612ufct pls help a gal out
text-query-tweets2021-04-28.json,"Start sharing your #AACCGrad pride by ordering a yard sign. Image360 is offering signs to students for $15 + shipping. https://t.co/RhtwYwLPrz

Get all the graduation celebration info at https://t.co/atRpXuFl6S. 🎓🚗
#RiverhawksatHome https://t.co/o94DA8czVZ",Positive,start share your aaccgrad pride by order a yard sign image360 be offer sign to student for 15 shipping http //t.co/rhtwywlprz get all the graduation celebration info at http //t.co/atrpxufl6s 🎓🚗 riverhawksathome http //t.co/o94da8czvz
text-query-tweets2021-04-28.json,"@Tehranix @parler_app Hint: Asana, https://t.co/Inhsm2NVYY, Wrike and Workfront will all see a rise in users thanks to this.",Positive,tehranix parler_app hint asana http //t.co/inhsm2nvyy wrike and workfront will all see a rise in user thanks to this
text-query-tweets2021-04-28.json,pensei em fazer edit de anv da monday com uma musica do the maine ai ele falou fucking vc esta louco q eu vo botar um negocio desse c a imagem da minha filha,Positive,pensei em fazer edit de anv da monday com uma musica do the maine ai ele falou fuck vc esta louco q eu vo botar um negocio desse c a imagem da minha filha
text-query-tweets2021-04-28.json,"@marcosd @MacConwell @paigecraig For OutPitch 2021, we're considering tech startups headquartered in Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, Oklahoma, South Carolina, Tennessee, Texas, Virginia, or Maryland. 

APPLY BY 5/2 ➡ https://t.co/p70EgX1VRt",Positive,marcosd macconwell paigecraig for outpitch 2021 we 're consider tech startup headquarter in alabama arkansas florida georgia kentucky louisiana mississippi north carolina oklahoma south carolina tennessee texas virginia or maryland apply by 5/2 ➡ http //t.co/p70egx1vrt
text-query-tweets2021-04-28.json,@AsiaOrangio we migrated from asana to https://t.co/VVFrkP3uvS and has worked out really well. both are good.,Positive,asiaorangio we migrate from asana to https //t.co/vvfrkp3uvs and have work out really well both be good
text-query-tweets2021-04-28.json,@mondaydotcom Actually I can say https://t.co/soOLscSS6N is wasting my time and breaking my concentration with ads.,Negative,mondaydotcom actually i can say http //t.co/soolscss6n be waste my time and break my concentration with ad
text-query-tweets2021-04-28.json,amo elas e te amo monday com a florzinha e o pc da miyeon https://t.co/XavrG7X9XN,Positive,amo ela e te amo monday com a florzinha e o pc da miyeon http //t.co/xavrg7x9xn
text-query-tweets2021-04-28.json,"Don’t miss out! Last few days to take advantage of our free CPD on Skills Hub open to all fitness professionals during lockdown. This promotion will end Friday 30th April 2021.
To register please fill in the following form https://t.co/yJSROIyHhv https://t.co/FzOgQFZL2N",Negative,don ’ t miss out last few day to take advantage of our free cpd on skills hub open to all fitness professional during lockdown this promotion will end friday 30th april 2021 to register please fill in the following form http //t.co/yjsroiyhhv http //t.co/fzogqfzl2n
text-query-tweets2021-04-28.json,"How to supercharge your sales and marketing funnel in 2021. Check it out here at @mondaydotcom 

https://t.co/xNsORvWMUa",Negative,how to supercharge your sale and marketing funnel in 2021 check it out here at mondaydotcom http //t.co/xnsorvwmua
text-query-tweets2021-04-28.json,"We're so excited to continue working with @Primary_StJohns who have once again show their commitment to their pupils by renewing our #RaisingAspirations programme! 

If you would like to support young people in your school contact us 👇👇👇
https://t.co/JcOMUsyjMF 

#Education https://t.co/CcF2nLRgu4",Positive,we 're so excited to continue work with primary_stjohns who have once again show their commitment to their pupil by renew our raisingaspirations programme if you would like to support young people in your school contact us 👇👇👇 http //t.co/jcomusyjmf education http //t.co/ccf2nlrgu4
text-query-tweets2021-04-28.json,"How can Creative Directors stay on top of their team’s work?  

&gt; https://t.co/eVJ5PP9oCy https://t.co/Nf9Y5vBNee",Positive,how can creative directors stay on top of their team ’ s work gt http //t.co/evj5pp9ocy http //t.co/nf9y5vbnee
text-query-tweets2021-04-28.json,"Throwaway the outdated tech to run your #business or #manage your #team.  #slack, #asana, #jira, #monday.com #trello are the past.  Time to #upgrade to the #nextgen with https://t.co/bHI9E11yYg. It's the #nextgen solution that does it all! #projectmanagementsoftware #agile https://t.co/w8ocHYQMKx",Negative,throwaway the outdated tech to run your business or manage your team slack asana jira monday.com trello be the past time to upgrade to the nextgen with http //t.co/bhi9e11yyg it 's the nextgen solution that do it all projectmanagementsoftware agile http //t.co/w8ochyqmkx
text-query-tweets2021-04-28.json,"@gdaythom @jsnbrsc @howells @heyhey Chrome, Slack and https://t.co/7JX0rv7Z9q in my dock is the worst",Negative,gdaythom jsnbrsc howells heyhey chrome slack and http //t.co/7jx0rv7z9q in my dock be the bad
text-query-tweets2021-04-28.json,"On Wednesday, May 12th at 2 p.m. (Dublin), we're inviting you to our FREE live #webinar, ""How to use @mondaydotcom to Advance Your Marketing Team and Drive Growth"". Have you registered yet?

Register free here: https://t.co/gkT612CvQw https://t.co/wgNT7Yk6Pi",Negative,on wednesday may 12th at 2 p.m. dublin we 're invite you to our free live webinar `` how to use mondaydotcom to advance your marketing team and drive growth '' have you register yet register free here http //t.co/gkt612cvqw http //t.co/wgnt7yk6pi
text-query-tweets2021-04-28.json,"🇫🇷 ☁️ Le marché des logiciels de gestion de projet d'entreprise devrait connaître une croissance rapide d'ici 2027 | Backlog, https://t.co/Vfrv16shv6, Wrike, Zoho – Bigouden.T
https://t.co/yHPOfVBmpV

#cloud #bigoudentv",Positive,🇫🇷 ☁️ le marché de logiciels de gestion de projet d'entreprise devrait connaître une croissance rapide d'ici 2027 backlog http //t.co/vfrv16shv6 wrike zoho – bigouden.t http //t.co/yhpofvbmpv cloud bigoudentv
text-query-tweets2021-04-28.json,安すぎで心配になるレベル。ほとんどの立地だと、普通に賃貸を借りても15万はするぞ……。https://t.co/fuiwt5Gwgp,Negative,安すぎで心配になるレベル。ほとんどの立地だと、普通に賃貸を借りても15万はするぞ……。https //t.co/fuiwt5gwgp
text-query-tweets2021-04-28.json,"#Facebook Ads Entegrasyonu ile #mondaydotcom'u kampanyalarınızı yönetmek ve potansiyel müşterileri tek bir yerde toplamak için kullanabilirsiniz! Bu entegrasyonun nasıl kurulacağı hakkında daha fazla bilgi edinmek için linkteki makaleye göz atın!

👉 https://t.co/ptqqRYLQpD https://t.co/TFClf0MkOJ",Positive,facebook ads entegrasyonu ile mondaydotcom u kampanyalarınızı yönetmek ve potansiyel müşterileri tek bir yerde toplamak için kullanabilirsiniz bu entegrasyonun nasıl kurulacağı hakkında daha fazla bilgi edinmek için linkteki makaleye göz atın 👉 http //t.co/ptqqrylqpd http //t.co/tfclf0mkoj
text-query-tweets2021-04-28.json,@brettcassette hold on while I port this tweet over to https://t.co/jJwEy60LAQ 🕜🧑‍💻,Positive,brettcassette hold on while i port this tweet over to https //t.co/jjwey60laq 🕜🧑‍💻
text-query-tweets2021-04-28.json,Everything you can do with https://t.co/Drd515vRE4 https://t.co/uEMSMUGpFW via @YouTube,Positive,everything you can do with http //t.co/drd515vre4 http //t.co/uemsmugpfw via youtube
text-query-tweets2021-04-28.json,"Check out this detailed comparison of https://t.co/GFxrRKjWNn and ContentCal to help you decide which is right for your business.

https://t.co/B38juDmyVb via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/gfxrrkjwnn and contentcal to help you decide which be right for your business http //t.co/b38judmyvb via contentcal_io
text-query-tweets2021-04-28.json,"Monday is a tool for all parts of a company — from tech-head #engineers to the finance dept, tiny teams to company-wide installations.
It is a #platform not an app. The #CRM platform is simple to set up &amp; easy to use. Handle all your work in one place.
https://t.co/4nBoUhCrmm https://t.co/YAyK67pzjx",Positive,monday be a tool for all part of a company — from tech-head engineer to the finance dept tiny team to company-wide installation it be a platform not an app the crm platform be simple to set up amp easy to use handle all your work in one place http //t.co/4nbouhcrmm http //t.co/yayk67pzjx
text-query-tweets2021-04-28.json,"Monday is a tool for all parts of a company — from tech-head #engineers to the finance dept, tiny teams to company-wide installations.
It is a #platform not an app. The #CRM platform is simple to set up &amp; easy to use. Handle all your work in one place.
https://t.co/4nBoUhCrmm",Positive,monday be a tool for all part of a company — from tech-head engineer to the finance dept tiny team to company-wide installation it be a platform not an app the crm platform be simple to set up amp easy to use handle all your work in one place http //t.co/4nbouhcrmm
text-query-tweets2021-04-28.json,ugh mondays🙄hey https://t.co/nptr9M5Uom,Negative,ugh mondays🙄hey http //t.co/nptr9m5uom
text-query-tweets2021-04-12.json,@TheAleem Dah pernah guna both. https://t.co/kyO4MAI0BW paling best user ex kalau involves ramai orang dalam project and perlukan automation. Boleh buat form utk public and masuk ke monday as to do list. Wrike bagus utk creative people. Cost wise monday mahal. IMAN guna monday.,Positive,thealeem dah pernah guna both http //t.co/kyo4mai0bw pal best user ex kalau involve ramai orang dalam project and perlukan automation boleh buat form utk public and masuk ke monday as to do list wrike bagus utk creative people cost wise monday mahal iman guna monday
text-query-tweets2021-04-12.json,"5 Projects Added To Our BSC Projects Page. Check Them Out Here: https://t.co/Mz7yGPoVHn

List Your Project: https://t.co/p8jav7R1cz

This list is for community reference only and does not imply endorsement by BSC NEWS. Please remember to Do Your Own Research before interacting.",Positive,5 projects added to our bsc projects page check them out here http //t.co/mz7ygpovhn list your project http //t.co/p8jav7r1cz this list be for community reference only and do not imply endorsement by bsc news please remember to do your own research before interact
text-query-tweets2021-04-12.json,"Without a clear direction, your team members won’t know how to self-regulate. A shared vision and roadmap help your employees understand the context of their work. https://t.co/SYRyqeqPZz",Negative,without a clear direction your team member win ’ t know how to self-regulate a share vision and roadmap help your employee understand the context of their work http //t.co/syryqeqpzz
text-query-tweets2021-04-12.json,"Stress often impacts on sleep quality and vice versa.

We recommend you try out 9 sessions of Sleep masterclass from the ShinyMind. The ""Worry Appointment"" aims to tackle unhelpful worries.

Don’t have ShinyMind app? – Register now: https://t.co/StplKyZHKV

#StressAwarenessMonth https://t.co/ueAVA07QeC",Positive,stress often impact on sleep quality and vice versa we recommend you try out 9 session of sleep masterclass from the shinymind the `` worry appointment '' aim to tackle unhelpful worry don ’ t have shinymind app – register now http //t.co/stplkyzhkv stressawarenessmonth http //t.co/ueava07qec
text-query-tweets2021-04-12.json,@DrJMatharu My lab uses https://t.co/hVlIzzyl1j for both individual lab member to-do’s as well as project based to-do’s and role assignments,Positive,drjmatharu my lab use http //t.co/hvlizzyl1j for both individual lab member to-do ’ s as well as project base to-do ’ s and role assignment
text-query-tweets2021-04-12.json,"Check out this detailed comparison of https://t.co/mu0dvYUrvX and ContentCal to help you decide which is right for your business.

https://t.co/BbnUdsHiyu via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/mu0dvyurvx and contentcal to help you decide which be right for your business http //t.co/bbnudshiyu via contentcal_io
text-query-tweets2021-04-12.json,@TheAleem Wrike! Tak pernah cuba lagi https://t.co/qCBek0a5a6 tapi Wrike memang reliable so far.,Negative,thealeem wrike tak pernah cuba lagi http //t.co/qcbek0a5a6 tapi wrike memang reliable so far
text-query-tweets2021-04-12.json,"#Portugal is considered as one of the best countries in #Europe to #relocate thanks to its affordable cost of living and its tax regime for residents. To know more about its residency program, please fill this form and one of our advisors will contact you: https://t.co/4WW4bMAliK https://t.co/WQwZPPUkjt",Positive,portugal be consider as one of the best country in europe to relocate thanks to its affordable cost of living and its tax regime for resident to know more about its residency program please fill this form and one of our advisor will contact you http //t.co/4ww4bmalik http //t.co/wqwzppukjt
text-query-tweets2021-04-12.json,"https://t.co/07XgOlWPX3 vs Wrike, ada yang berpengalaman?

Atau ada project management tools lain kau boleh cadang?",Positive,http //t.co/07xgolwpx3 v wrike ada yang berpengalaman atau ada project management tool lie kau boleh cadang
text-query-tweets2021-04-12.json,Are you a student at IDC who is interested in transatlantic relations? YATA Israel is hosting another info session tonight at 18:30 Israel time. Click the link below to apply for membership and register for our info session tonight: https://t.co/29TKclF4Sc,Positive,are you a student at idc who be interested in transatlantic relation yata israel be host another info session tonight at 18:30 israel time click the link below to apply for membership and register for our info session tonight http //t.co/29tkclf4sc
text-query-tweets2021-04-12.json,"@MatPatGT Ad theory: https://t.co/pp45jb7k3w
Past man, upon becoming future man, doesn't explain what future man explains, but rather explains what he's currently using to another past man who's using worse. No way his team just switches to https://t.co/zSzKccPdQk in the span...",Positive,matpatgt ad theory http //t.co/pp45jb7k3w past man upon become future man do n't explain what future man explain but rather explain what he 's currently use to another past man who 's use bad no way his team just switch to https //t.co/zszkccpdqk in the span ...
text-query-tweets2021-04-12.json,"Although not a EU country, #Turkish citizens have an easier process when it comes to apply for #Schengen visa thanks to its commercial and economic relations with the #EU Fill this form to know more: https://t.co/4WW4bMAliK
#ROCCitizenship #ROC #UAE #Dubai https://t.co/CjgSoTQZGa",Positive,although not a eu country turkish citizen have an easy process when it come to apply for schengen visa thanks to its commercial and economic relation with the eu fill this form to know more http //t.co/4ww4bmalik roccitizenship roc uae dubai http //t.co/cjgsotqzga
text-query-tweets2021-04-12.json,"@mondaydotcom https://t.co/LWdN86nLkC
#100DaysOfCode
#JavaScript #JSONLD
#javascriptdeveloper
#json
#js
#webdev
#webdeveloper
#webdevelopers
#webdevelopment
#website
#websitedesign
#websitedesigner
#websitedevelopment
#programmer
#programmers
#programmerlife
#programmerslife
#programminglife",Positive,mondaydotcom http //t.co/lwdn86nlkc 100daysofcode javascript jsonld javascriptdeveloper json j webdev webdeveloper webdevelopers webdevelopment website websitedesign websitedesigner websitedevelopment programmer programmer programmerlife programmerslife programminglife
text-query-tweets2021-04-12.json,"The flexibility of a spreadsheet, the strength of an operating system, monday․com ...",Positive,the flexibility of a spreadsheet the strength of an operating system monday․com ...
text-query-tweets2021-04-12.json,"Hustling duos! Q how are you getting your parenting and household things done while also hustling in your career? Right now we have a whiteboard for meal planning and brainstorming, https://t.co/D4RO6QEIoV for tasks, shared cal invites, still always behind and we are pre-kids 🤷🏽‍♀️",Positive,hustling duo q how be you get your parenting and household thing do while also hustle in your career right now we have a whiteboard for meal planning and brainstorming http //t.co/d4ro6qeiov for task share cal invite still always behind and we be pre-kids 🤷🏽‍♀️
text-query-tweets2021-04-12.json,@mondaydotcom NEVER TRIED THIS THANKS I THINK I WILL LOOK IN TO https://t.co/IyE9B9Jyd7,Negative,mondaydotcom never tried this thanks i think i will look in to http //t.co/iye9b9jyd7
text-query-tweets2021-04-12.json,Thank you Monday for believing in our students. We couldn't operate without your amazing #ProjectManagement software! #Business https://t.co/8mpvZGOkdR,Positive,thank you monday for believe in our student we could n't operate without your amazing projectmanagement software business http //t.co/8mpvzgokdr
text-query-tweets2021-04-04.json,"@balajis Trello/Monday.com in VR, can’t wait!",Positive,balajis trello/monday.com in vr can ’ t wait
text-query-tweets2021-04-04.json,"Meet Kennisha, one of our college advisers! Students can meet with her to work through the college application process or for general support. 

Know a student who needs advising support? Have them complete this form: https://t.co/1mPBJ4is66 https://t.co/9TvNFtrDxF",Positive,meet kennisha one of our college adviser students can meet with her to work through the college application process or for general support know a student who need advise support have them complete this form http //t.co/1mpbj4is66 http //t.co/9tvnftrdxf
text-query-tweets2021-04-04.json,"Calling all Gauteng moms and dads: Win a VIP Shopping Experience at the brand new Chelino store at Greenstone Shopping Centre. To stand a chance to be one of the 6 lucky moms to win, https://t.co/qnxvQZrun5. 
@ChelinoBaby 
T's &amp; C's apply. https://t.co/DY1ZPYpO1n",Positive,calling all gauteng mom and dad win a vip shopping experience at the brand new chelino store at greenstone shopping centre to stand a chance to be one of the 6 lucky mom to win http //t.co/qnxvqzrun5 chelinobaby t 's amp c 's apply http //t.co/dy1zpypo1n
text-query-tweets2021-04-04.json,"Check out this detailed comparison of https://t.co/Wehbo3HnJJ and ContentCal to help you decide which is right for your business.

https://t.co/5vznTMFmDS via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/wehbo3hnjj and contentcal to help you decide which be right for your business http //t.co/5vzntmfmds via contentcal_io
text-query-tweets2021-04-04.json,"It’s important to understand just how vital project management systems can be used as a shield to protect a company’s data and their customer’s pertinent information.

Read more 👉 https://t.co/QmOTev3m6U

#ProjectManagement #Asana #ProjectManagementTools https://t.co/zF8aoJfk9K",Positive,it ’ s important to understand just how vital project management system can be use as a shield to protect a company ’ s data and their customer ’ s pertinent information read more 👉 http //t.co/qmotev3m6u projectmanagement asana projectmanagementtools http //t.co/zf8aojfk9k
text-query-tweets2021-04-04.json,"Starting out, there will be fewer metrics to track, and what you need to measure will evolve. https://t.co/6nwMl7qQ9Q @mondaydotcom",Positive,starting out there will be few metric to track and what you need to measure will evolve http //t.co/6nwml7qq9q mondaydotcom
text-query-tweets2021-04-04.json,"By sharing your company KPIs, earnings, numbers, etc., you encourage your entire team to take ownership of their roles and emphasize a common goal. https://t.co/43Evzw7mkU @mondaydotcom",Negative,by share your company kpis earnings number etc. you encourage your entire team to take ownership of their role and emphasize a common goal http //t.co/43evzw7mku mondaydotcom
text-query-tweets2021-04-04.json,"Well, after spending 3 hours of my precious Saturday morning, my conclusion is that https://t.co/PEjiE9owEA is crap.",Negative,well after spend 3 hour of my precious saturday morning my conclusion be that http //t.co/pejie9owea be crap
text-query-tweets2021-04-04.json,"If you’re still manually updating task statuses on documents filled with redundancies, try monday․com. The flexibility of a spreadsheet, the strength of an operating system, monday․com has the machinery you need to create high-level overviews your team will love.",Positive,if you ’ re still manually update task status on document fill with redundancy try monday․com the flexibility of a spreadsheet the strength of an operating system monday․com have the machinery you need to create high-level overview your team will love
text-query-tweets2021-04-04.json,@itsmesahana let me know what you find out. Agree.  EN seems to keep going downhill. Loved https://t.co/J12tcqoVhH but more for team collaboration vs individual productivity...,Positive,itsmesahana let me know what you find out agree en seem to keep go downhill loved http //t.co/j12tcqovhh but more for team collaboration vs individual productivity ...
text-query-tweets2021-04-19.json,"❗ REMINDER ❗
TOMORROW April 19, 2021 we invite you to an event in collaboration with @IDCLauderSchool &amp; ATA Israel at @IDC_Herzliya
YATA Israel's Inaugural Event: #NATO &amp; Countering Terrorism in the Era of #COVID19
When❓16:00-17:30 (GMT + 3 Israel Time)
https://t.co/s8lKXNehyo https://t.co/gbKRD5X2bB",Positive,❗ reminder ❗ tomorrow april 19 2021 we invite you to an event in collaboration with idclauderschool amp ata israel at idc_herzliya yata israel 's inaugural event nato amp countering terrorism in the era of covid19 when❓16:00-17:30 gmt 3 israel time http //t.co/s8lkxnehyo http //t.co/gbkrd5x2bb
text-query-tweets2021-04-19.json,ヤフー、プロジェクト管理「https://t.co/fEHXdZZgDk」活用--属人性を改善、貢献度を可視化 https://t.co/ZoASjrEa3R @techrepublic_jpより,Negative,ヤフー、プロジェクト管理「https //t.co/fehxdzzgdk」活用 -- 属人性を改善、貢献度を可視化 http //t.co/zoasjrea3r techrepublic_jpより
text-query-tweets2021-04-19.json,"Kim Seon Ho's photos made it to theqoo HOT category again! ""Kim Seon Ho boyfriend photo https://t.co/flNBmtoSE0""

With 22k+ views and 200+ comments 😍

#KimSeonHo #김선호 https://t.co/RdPHW1LFGx",Positive,kim seon ho 's photo make it to theqoo hot category again `` kim seon ho boyfriend photo http //t.co/flnbmtose0 '' with 22k+ view and 200+ comment 😍 kimseonho 김선호 http //t.co/rdphw1lfgx
text-query-tweets2021-04-19.json,@TobyGV @justshanted (Tell Me Why) I Don’t Like https://t.co/dzk4hN2MvN,Negative,tobygv justshanted tell me why i don ’ t like http //t.co/dzk4hn2mvn
text-query-tweets2021-04-19.json,"What to-do list for non-engineers across multiple teams do you recommend (https://t.co/B0nqaxG0js, Asana, Wrike, etc.).  Need is action items and follow up from mtgs.  Think ""Jira for non-engineers"" across multiple teams.  #todolist #newideas #lessSlackmessages",Positive,what to-do list for non-engineers across multiple team do you recommend http //t.co/b0nqaxg0js asana wrike etc. need be action item and follow up from mtgs think `` jira for non-engineers '' across multiple team todolist newideas lessslackmessages
text-query-tweets2021-04-19.json,estou vivendo só pra ver monday com a luiza e SURTAR,Negative,estou vivendo só pra ver monday com a luiza e surtar
text-query-tweets2021-04-19.json,"@jlueiza La notificación de este tuit...supongo que ve el enlace y dice ""este es un feliz usuario de https://t.co/ilO9QtDq4L"" jajaja",Negative,jlueiza la notificación de este tuit ... supongo que ve el enlace y dice `` este es un feliz usuario de http //t.co/ilo9qtdq4l '' jajaja
text-query-tweets2021-03-31.json,"@peeplaja It just made me hate https://t.co/gvzS741OYS, honestly. Same with Wix.",Negative,peeplaja it just make me hate http //t.co/gvzs741oys honestly same with wix
text-query-tweets2021-03-31.json,"Are you a teenager looking for a way to give back to the community and earn volunteer hours while doing it?
Join us Sunday April 11th to help ""Spread the Warmth"" by participating in an educational workshop and making no-sew fleece blankets for our clients. https://t.co/N8uTJ36xcm https://t.co/jr40oekYfm",Positive,are you a teenager look for a way to give back to the community and earn volunteer hour while do it join us sunday april 11th to help `` spread the warmth '' by participate in an educational workshop and make no-sew fleece blanket for our client http //t.co/n8utj36xcm http //t.co/jr40oekyfm
text-query-tweets2021-03-31.json,"Save the date📅❗
DCAN is holding a Skilled Trade Enrollment Day on May 27th! This event is for students who have already applied to a trade program and want to learn more about the enrollment process. 

Counselors &amp; CTAs, RSVP and sign up for updates: https://t.co/OupQVhZ8EO https://t.co/I6wc2lHFlE",Positive,save the date📅❗ dcan be hold a skilled trade enrollment day on may 27th this event be for student who have already apply to a trade program and want to learn more about the enrollment process counselors amp ctas rsvp and sign up for update http //t.co/oupqvhz8eo http //t.co/i6wc2lhfle
text-query-tweets2021-03-31.json,⚡A quick video about the difference between https://t.co/5z6ZgN5zRv 🆚 Asana for project management software. https://t.co/wfBQ7VeMKE #Asana #Monday #FreeUp #managementsoftware https://t.co/n1P4xdLIHE,Positive,⚡a quick video about the difference between http //t.co/5z6zgn5zrv 🆚 asana for project management software http //t.co/wfbq7vemke asana monday freeup managementsoftware http //t.co/n1p4xdlihe
text-query-tweets2021-03-31.json,"Bucket list item: buy up the whole YouTube inventory, like Monday . com did.",Positive,bucket list item buy up the whole youtube inventory like monday com do
text-query-tweets2021-03-31.json,@mondaydotcom why won’t my PDF files from my PC upload to https://t.co/7U9qJVB52B via the Windows PC app??,Positive,mondaydotcom why win ’ t my pdf file from my pc upload to https //t.co/7u9qjvb52b via the windows pc app
text-query-tweets2021-03-31.json,"@mondaydotcom Give your social media manager a high-five and a bigggg raise  🙌🏼.

Will definitely try https://t.co/QRMWjZvW46",Positive,mondaydotcom give your social medium manager a high-five and a bigggg raise 🙌🏼 will definitely try http //t.co/qrmwjzvw46
text-query-tweets2021-03-31.json,"Check out this detailed comparison of https://t.co/CNdLmiALFX and ContentCal to help you decide which is right for your business.

https://t.co/Bru1UATRKH via @ContentCal_io",Positive,check out this detailed comparison of http //t.co/cndlmialfx and contentcal to help you decide which be right for your business http //t.co/bru1uatrkh via contentcal_io
text-query-tweets2021-03-31.json,@pressreset Why'd you leave us? Let's reignite the 🔥and get started again! Check out these handy templates for designers and creatives: https://t.co/iHeCW2EOgW.,Positive,pressreset why 'd you leave us let 's reignite the 🔥and get start again check out these handy template for designer and creatives http //t.co/ihecw2eogw
text-query-tweets2021-03-31.json,"шукаємо
✔️ Customer Experience Advocate
до https://t.co/VgvWde2rHz
https://t.co/iEMXmkQHRE 
#вакансія #робота #Київ #Kyiv https://t.co/UvUerW7bIA",Positive,шукаємо ✔️ customer experience advocate до http //t.co/vgvwde2rhz http //t.co/iemxmkqhre вакансія робота київ kyiv http //t.co/uvuerw7bia
text-query-tweets2021-03-31.json,"@jared_ellias Trello is a good option; it’s bare bones but intuitive and gets the job done. 

https://t.co/twDs5SMdS4 is also very good but probably more than what you need.",Positive,jared_ellias trello be a good option it ’ s bare bone but intuitive and get the job do http //t.co/twds5smds4 be also very good but probably more than what you need
text-query-tweets2021-03-31.json,"*1 day left to apply* 
Are you interested in becoming a teacher? CoachBright are looking for students to work with pupils from disadvantaged backgrounds to help them improve their attainment &amp; confidence. 
Apply: https://t.co/ENbalY8FI4  More info at https://t.co/tuJwSjROGC https://t.co/wD4QvsnS8g",Positive,1 day leave to apply are you interested in become a teacher coachbright be look for student to work with pupil from disadvantage background to help them improve their attainment amp confidence apply http //t.co/enbaly8fi4 more info at http //t.co/tujwsjrogc http //t.co/wd4qvsns8g
text-query-tweets2021-03-31.json,@ismh just listened to connected #338. If you want to go even further than TickTick you should try https://t.co/RS01y7veYO. It does everything TickTick does and more.,Negative,ismh just listen to connect 338 if you want to go even further than ticktick you should try http //t.co/rs01y7veyo it do everything ticktick do and more
text-query-tweets2021-03-31.json,Top 9 mobile monday com 190 de ping (200$) https://t.co/isYINPPP8u,Positive,top 9 mobile monday com 190 de ping 200 http //t.co/isyinppp8u
text-query-tweets2021-03-31.json,"@coryetzkorn Remarkably, searched for the exact phrase a couple of weeks back.  Had https://t.co/Snbqnmf7eg ADs follow me on the web, YouTube everywhere for days. Very annoying. For most physical items, I dread searching in google; always default to Amazon",Negative,coryetzkorn remarkably search for the exact phrase a couple of week back had http //t.co/snbqnmf7eg ads follow me on the web youtube everywhere for day very annoy for most physical item i dread search in google always default to amazon
text-query-tweets2021-03-31.json,"Increased efficiency, better collaboration and productivity for our team.
https://t.co/FHNDQ6brvQ implemented with a simple user interface to enable easy take up in our team and no downtime.
Our key goals were to enable better Customer Experiences by improving team collaboration!",Positive,increased efficiency good collaboration and productivity for our team http //t.co/fhndq6brvq implement with a simple user interface to enable easy take up in our team and no downtime our key goal be to enable good customer experiences by improve team collaboration
